""	"otu.names"	"W_stat"	"detected_0.9"	"detected_0.8"	"detected_0.7"	"detected_0.6"
"62"	"ML602J.51"	73	FALSE	FALSE	FALSE	TRUE
"28"	"Cribrihabitans"	72	FALSE	FALSE	FALSE	TRUE
"44"	"Halieaceae"	72	FALSE	FALSE	FALSE	TRUE
"106"	"Urania.1B.19.marine.sediment.group"	72	FALSE	FALSE	FALSE	TRUE
"23"	"Clade.III"	70	FALSE	FALSE	FALSE	TRUE
"56"	"Lutimonas"	70	FALSE	FALSE	FALSE	TRUE
"15"	"Blastocatella"	69	FALSE	FALSE	FALSE	TRUE
"74"	"Pirellula"	69	FALSE	FALSE	FALSE	TRUE
"77"	"Propionibacteriaceae"	69	FALSE	FALSE	FALSE	TRUE
"1"	"X.Desulfobacterium..catecholicum.group"	68	FALSE	FALSE	FALSE	TRUE
"2"	"Acinetobacter"	68	FALSE	FALSE	FALSE	TRUE
"14"	"Bacteria"	68	FALSE	FALSE	FALSE	TRUE
"29"	"Crocinitomicaceae"	68	FALSE	FALSE	FALSE	TRUE
"76"	"Porticoccus"	68	FALSE	FALSE	FALSE	TRUE
"6"	"AEGEAN.169.marine.group"	67	FALSE	FALSE	FALSE	TRUE
"31"	"Cyanobium.PCC.6307"	67	FALSE	FALSE	FALSE	TRUE
"18"	"Brevundimonas"	66	FALSE	FALSE	FALSE	TRUE
"25"	"Clostridium.sensu.stricto.1"	66	FALSE	FALSE	FALSE	TRUE
"38"	"Erythrobacter"	66	FALSE	FALSE	FALSE	TRUE
"40"	"Flavobacteriaceae"	66	FALSE	FALSE	FALSE	TRUE
"36"	"Enterobacterales"	65	FALSE	FALSE	FALSE	TRUE
"52"	"KD4.96"	65	FALSE	FALSE	FALSE	TRUE
"75"	"Pirellulaceae"	65	FALSE	FALSE	FALSE	TRUE
"86"	"Roseibacillus"	65	FALSE	FALSE	FALSE	TRUE
"96"	"Sporichthyaceae"	65	FALSE	FALSE	FALSE	TRUE
"12"	"Aurantivirga"	64	FALSE	FALSE	FALSE	FALSE
"103"	"Thalassotalea"	64	FALSE	FALSE	FALSE	FALSE
"11"	"Ascidiaceihabitans"	63	FALSE	FALSE	FALSE	FALSE
"58"	"Marinovum"	63	FALSE	FALSE	FALSE	FALSE
"85"	"Rhodopirellula"	63	FALSE	FALSE	FALSE	FALSE
"102"	"Thalassobius"	63	FALSE	FALSE	FALSE	FALSE
"57"	"Malaciobacter"	62	FALSE	FALSE	FALSE	FALSE
"83"	"Pseudoruegeria"	62	FALSE	FALSE	FALSE	FALSE
"72"	"Paramoritella"	60	FALSE	FALSE	FALSE	FALSE
"80"	"Pseudoalteromonas"	60	FALSE	FALSE	FALSE	FALSE
"64"	"Neptuniibacter"	59	FALSE	FALSE	FALSE	FALSE
"93"	"SAR116.clade"	58	FALSE	FALSE	FALSE	FALSE
"109"	"Xenococcus.PCC.7305"	58	FALSE	FALSE	FALSE	FALSE
"9"	"Alteromonas"	57	FALSE	FALSE	FALSE	FALSE
"73"	"Photobacterium"	57	FALSE	FALSE	FALSE	FALSE
"63"	"Nautella"	56	FALSE	FALSE	FALSE	FALSE
"26"	"Cognatishimia"	55	FALSE	FALSE	FALSE	FALSE
"21"	"Clade.Ia"	54	FALSE	FALSE	FALSE	FALSE
"7"	"Aestuariibacter"	53	FALSE	FALSE	FALSE	FALSE
"19"	"Candidatus.Aquiluna"	50	FALSE	FALSE	FALSE	FALSE
"47"	"HIMB11"	50	FALSE	FALSE	FALSE	FALSE
"59"	"Methylobacterium.Methylorubrum"	50	FALSE	FALSE	FALSE	FALSE
"70"	"OM60.NOR5..clade"	49	FALSE	FALSE	FALSE	FALSE
"37"	"Epibacterium"	45	FALSE	FALSE	FALSE	FALSE
"107"	"Vibrio"	29	FALSE	FALSE	FALSE	FALSE
"20"	"Catenococcus"	27	FALSE	FALSE	FALSE	FALSE
